createdAt,url,positivePrompt,negativePrompt,nsfw,nsfwLevel,browsingLevel,likeCount,dislikeCount,heartCount,cryCount,laughCount,commentCount,username,Model,Meta,VAE,Resource1,Resource2,Resource3,Resource4,Resource5,Resource6,socialReactions,daysOnPlatform,normalizedReactions,timePenalty,socialEngagement,timePenaltyRaw
2024-04-04 21:24:07.499000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/cc242d6c-f960-4274-aa1d-f22a71e705ef/width=832/cc242d6c-f960-4274-aa1d-f22a71e705ef.jpeg,"AtomicHeartTwinsCosplay in absolute darkness profoundly no light holding black-pink heart shaped orbstaff 
pointed hat translucent skin Describe the captivating scene captured in the vintage photograph featuring a Bedouin artist skillfully swallowing a massive sword in the style of Final Fantasy amidst a mesmerized audience. Provide details about the artist's attire the sword's intricate design and the expressions of the onlookers as they witness this extraordinary performance. amazing quality masterpiece best quality hyper detailed ultra detailed UHD perfect anatomy portrait dof hyper-realism majestic awesome inspiring closeup an weathered outworn old Fantasy cape smooth Closeup by Dring rust paint peelz atmospheric haze cinamatic composition soft shadows national geographic style","easynegative, bad proportions, low resolution, bad, ugly, terrible, painting, 3d, render, comic, anime, manga, unrealistic, flat, watermark, signature, worst quality, low quality, normal quality, lowres, simple background, inaccurate limb, extra fingers, fewer fingers, missing fingers, extra arms, (extra legs:1.3), inaccurate eyes, bad composition, bad anatomy, error, extra digit, fewer digits, cropped, low res, worst quality, low quality, normal quality, jpeg artifacts, extra digit, fewer digits, trademark, watermark, artist's name, username, signature, text, words, human,",False,,1,8107,0,3306,527,1049,29,3909e5e785fe21afb564f42561e69083d64d6c6e5b60c0211839a94ce31e1f0b,,"Size: 832x1216, Seed: 1938345220, Steps: 45, Sampler: DPM++ 2M, Version: ",,,,,,,,11413,178,0.9999999999999999,0.056139996882229426,0.9438600031177704,0.16161914439794947
2024-05-10 21:33:39.009000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/936f0e8d-c76f-4aa7-8b5c-37349f9b7da7/width=1520/936f0e8d-c76f-4aa7-8b5c-37349f9b7da7.jpeg,score_9 score_8_up score_7_up  san 1girl full body squatting solo short hair brown hair gray eyes headband face paint earrings white sleeveless top navy under dress arm cuffs fur headdress fur cape light-skinned female female focus looking at viewer smiling forest (blush:1.1)  <lora:pony/twilight_style:0.8> concept art realistic <lora:pony/expressiveh:0.8> expressiveh <lora:pony/kenva:0.8> knva <lora:pony/san_pony_v4> <lora:sdxl/sinfully_stylish_sdxl>,"score_6, score_5, score_4",False,,1,7048,0,3358,417,991,16,65698347dbf8b703fbad87dba5cee6b6797a0aabade2352a0df97766c5fa92f6,,"Size: 896x1152, Seed: 3269595310, Steps: 25, Sampler: Euler a Karras, Version: ",,,,,,,,10406,142,0.9065515961395694,0.06953024626237092,0.8370213498771985,0.16770519139896023
2024-06-27 06:34:41.918000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/29ccc99b-e514-47a9-a361-924d4d13b100/width=832/29ccc99b-e514-47a9-a361-924d4d13b100.jpeg,score_9 score_8_up score_7_up score_6_up  <lora:p3tl0v3XLP:1> p3tl0v3 1girl rumi usagiyama dark skinned female hugging a white rabbit,"score_6, score_5, score_4, censored, 3d, monochrome, watermark, muscular female,  tan lines",False,,1,6809,0,3584,436,905,21,203a828a1b6906fef08909e57a528feb145c3d5572bb971901e6e787bd48f871,,"Size: 832x1216, Seed: 381409511, Steps: 19, Sampler: Euler a, Version: ",,"Name: p3tl0v3XLP, Type: lora, Weight: 1",,,,,,10393,94,0.9053452115812917,0.09670043600349265,0.808644775577799,0.1800544051511764
2024-05-08 11:26:03.864000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/dd00de1d-ec6a-4848-bc8c-01d7a8437a5d/width=832/dd00de1d-ec6a-4848-bc8c-01d7a8437a5d.jpeg,very dark focused flash photo amazing quality masterpiece best quality hyper detailed ultra detailed UHD perfect anatomy portrait dof hyper-realism majestic awesome inspiringCapture the thrilling showdown between the ancient mummy and the colossal sand boss in an epic battle amidst swirling dust and desert sands. Embrace the action and chaos as these formidable forces clash in the heart of the dunes. cinematic composition soft shadows national geographic style,"easynegative, bad proportions, low resolution, bad, ugly, terrible, painting, 3d, render, comic, anime, manga, unrealistic, flat, watermark, signature, worst quality, low quality, normal quality, lowres, simple background, inaccurate limb, extra fingers, fewer fingers, missing fingers, extra arms, (extra legs:1.3), inaccurate eyes, bad composition, bad anatomy, error, extra digit, fewer digits, cropped, low res, worst quality, low quality, normal quality, jpeg artifacts, extra digit, fewer digits, trademark, watermark, artist's name, username, signature, text, words, human,",False,,1,6865,0,2738,409,921,11,124cea71813bc24434b117fe265e18e19261c0f4fde72beb816c329a824bd4d2,,"Size: 832x1216, Seed: 1942001206, Steps: 37, Sampler: DPM++ 2M, Version: ",,,,,,,,9603,144,0.8320341499628804,0.06867279302143786,0.7633613569414426,0.16731546746049297
2024-05-07 16:05:47.810000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/16a21951-c96c-40b1-87a8-f8fdcd67495f/width=832/16a21951-c96c-40b1-87a8-f8fdcd67495f.jpeg,score_9 score_8_up score_7_up score_6_up score_5_up score_4_up spider Gwen swinging through Times Square airborne acrobatic graceful medium breasts cinematic angle cinematic lighting action determination masterpiece n30n neon lights,"score_6, score_5, score_4, zPDXL-neg, blurry, FastNegative, muscular, black and white, big head, monochrome, flat chested, big head, FastNegativeV2",True,Soft,2,6496,0,2919,439,871,8,ac45bd9f503aad2ecbbfd87a7da210db9296056fd36e91790b03c12d080197c5,,"Size: 832x1216, Seed: 979872950, Steps: 40, Sampler: Euler a, Version: ",,,,,,,,9415,145,0.8145879732739421,0.06824996366060793,0.7463380096133341,0.1671232858744476
2024-04-09 17:30:28.993000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/695375a4-d7af-461e-ae6f-5ee960d34caa/width=832/695375a4-d7af-461e-ae6f-5ee960d34caa.jpeg,image of a hand offering money to a fishmonger cat holding fish 8k ultra detailed at the market <lora:cashbaba:0.6>  <lora:xl_more_art-full_v1:0.5>,,False,,1,6619,0,2757,391,1726,22,0d6b08fedf730ed58a3a83c44706e561a4af096888d578a0cfccb1f9704f7ef5,zavychromaxl_v60,"Size: 832x1216, Seed: 3912581945, Steps: 20, Sampler: DPM++ 2M SDE Karras, Version: v1.8.0",,"Name: cashbaba, Type: lora, Weight: 0.6","Name: xl_more_art-full_v1, Type: lora, Weight: 0.5","Name: zavychromaxl_v60, Type: model, Weight: N/A",,,,9376,173,0.810968819599109,0.057775631916284986,0.7531931876828241,0.16236256234418467
2024-05-16 14:42:40.900000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4e27f2b8-68b2-4eec-9912-07c2468cfc4b/width=832/4e27f2b8-68b2-4eec-9912-07c2468cfc4b.jpeg,"score_9score_8_upscore_7_up AUTOMATON 
giant rock golem with plants growing on shoulders rough rocks rough stone unpolished dirty ancient STANDING","(score_4,score_5,score_3,score_2,score_1), nude, flesh, gender, genitalia, EYES, NOSE, MOUTH,",False,,1,6610,0,2629,443,895,6,a825eece439f97a5cbaf31b0a559eef3cfad613005266690a8b47c37271b3481,,"Size: 832x1216, Seed: 1756146257, Steps: 40, Sampler: DPM++ 2M Karras, Version: ",,,,,,,,9239,136,0.7982553823311062,0.07220183290970367,0.7260535494214024,0.16891946317548542
2024-06-19 18:28:27.557000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/81f8e626-a822-4815-b8be-361ff65b0d88/width=832/81f8e626-a822-4815-b8be-361ff65b0d88.jpeg,"score_9 score_8_up score_7_up BREAK
1girl portrait beautiful tiefling shaman white hair (long hair:1.3) side bangs horns barbarian gladiator war paint tribal markings long tail blue skin pink eyes glowing eyes (smug:0.85) (big breast:1.25) dramatic lights
<lora:Fant5yP0ny:0.6> <lora:fantasy_world_pony:0.9> <lora:Cherry-Gig:0.55>","score_6, score_5, score_4, censored, furry, child, kid, chibi, 3d, aidxlv05_neg, signature, watermark, subtitles",False,,1,6314,0,2830,350,695,12,bf329f96be924e21c05e8020dc992ac33a2844846defa097ef3f9df8d51ce4b6,,"Size: 832x1216, Seed: 3530067213, Steps: 40, Sampler: Euler a, Version: ",,"Name: Fant5yP0ny, Type: lora, Weight: 0.6","Name: fantasy_world_pony, Type: lora, Weight: 0.9","Name: Cherry-Gig, Type: lora, Weight: 0.55",,,,9144,102,0.7894394951744617,0.09101615723890727,0.6984233379355544,0.17747082461089012
2024-04-25 09:36:31.307000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/402ed7f8-ba25-421d-a68a-b11ae31af91f/width=450/402ed7f8-ba25-421d-a68a-b11ae31af91f.jpeg,linquivera  Ink illustration (anime:0.5) brown tones aged black red paper inkpunk moonlightsurreal a ghost standing on a boat in swampy wetlands (at a distance) Will-o'-the-wisp moonlit lonely solitude windy tall trees willows willowy  OverallDetail extremely detailed UHD(long exposure  dystopian but extremely beautiful:1.4)<lora:- SDXL - letitflrsh_let_it_flourish_V1.0:0.8> <lora:Cute_Collectible:1> <lora:XL_boss_battle:0.6>  <lora:add-detail-xl:1>  <lora:Concept Art Twilight Style SDXL_LoRA_Pony Diffusion V6 XL:1>  <lora:MJ52:1>,"(worst quality, low quality, illustration, 3d, 2d, painting, cartoons, sketch), open mouth",False,,1,6417,0,2610,447,927,5,6d52830535714b0d4940a2a688ac1862f471ab8e9641a0f5d33d340dd352bfb1,mrXOTOXNASSEWNDE_v10Fp32,"Size: 720x1280, Seed: 282176597, Steps: 38, Sampler: DPM++ SDE Karras, Version: f0.0.17v1.8.0rc-latest-276-g29be1da7",sdxl_vae.safetensors,"Name: Cute_Collectible, Type: lora, Weight: 1","Name: XL_boss_battle, Type: lora, Weight: 0.6","Name: add-detail-xl, Type: lora, Weight: 1","Name: MJ52, Type: lora, Weight: 1","Name: Concept Art Twilight Style SDXL_LoRA_Pony Diffusion V6 XL, Type: lora, Weight: N/A","Name: mrXOTOXNASSEWNDE_v10Fp32, Type: model, Weight: N/A",9027,157,0.7785820341499629,0.06345930587230392,0.7151227282776589,0.1649458679909079
2024-04-08 19:10:40.568000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ec8d76a5-a3dc-473d-bffb-890df13c69b7/width=832/ec8d76a5-a3dc-473d-bffb-890df13c69b7.jpeg,,,False,,1,6395,0,2602,427,828,15,9470fd9ff5808e31f5211512471df27134678c0425031cc386b0a989adc32d99,,"Size: , Seed: , Steps: , Sampler: , Version: ",,,,,,,,8997,174,0.7757980697847067,0.05744356392608713,0.7183545058586196,0.1622116330120639
2024-06-08 07:28:14.363000+00:00,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/876fbc22-2718-40f4-af64-48d80e7ce55e/width=1024/876fbc22-2718-40f4-af64-48d80e7ce55e.jpeg,"Stunning 25yo Woman model bombshell beautiful sensual young-looking luxurious elegant hot-multi-colored short side-shaved hair  tight revealing iridescent white SFW-see-through metallic fishnet-leotard glowing iridescent fishnet-gloves and fishnet-choker neon futuristic posing on a futuristic city arching back  summer ""sinozick style"" ""g4n1m3""","score_5, score_4, watermark, signature, artist name, 3d, easynegative, neutral, angry, mean, intense, ugly, old, mature, striped face, black stripes,",True,Soft,2,5891,0,2855,335,759,15,d58a872cde61e4eb6c990f40041cb38c5a1e3d587239cc1992e3dab0b2f7681e,,"Size: 1024x1024, Seed: 590392886, Steps: 36, Sampler: Euler a, Version: ",,,,,,,,8746,113,0.7525055679287305,0.08410912452732588,0.6683964434014046,0.17433148608725174
